eaId,commonName,position,archetype,chemstyle,height,weight,skillMoves,weakFoot,attributeAcceleration,attributeSprintSpeed,attributePositioning,attributeFinishing,attributeShotPower,attributeLongShots,attributeVolleys,attributePenalties,attributeVision,attributeCrossing,attributeFkAccuracy,attributeShortPassing,attributeLongPassing,attributeCurve,attributeAgility,attributeBalance,attributeReactions,attributeBallControl,attributeDribbling,attributeComposure,attributeInterceptions,attributeHeadingAccuracy,attributeDefensiveAwareness,attributeStandingTackle,attributeSlidingTackle,attributeJumping,attributeStamina,attributeStrength,attributeAggression,Finesse Shot,Chip Shot,Power Shot,Dead Ball,Power Header,Low Driven Shot,Incisive Pass,Pinged Pass,Long Ball Pass,Tiki Taka,Whipped Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Bruiser,Technical,Rapid,Flair,First Touch,Trickster,Press Proven,Quick Step,Relentless,Trivela,Acrobatic,Long Throw,Aerial,accelerateType_EXPLOSIVE,accelerateType_MOSTLY_EXPLOSIVE,accelerateType_CONTROLLED_EXPLOSIVE,accelerateType_CONTROLLED,accelerateType_CONTROLLED_LENGTHY,accelerateType_MOSTLY_LENGTHY,accelerateType_LENGTHY,bodytype_Lean Medium,bodytype_Average Medium,bodytype_Stocky Medium,bodytype_Lean Tall,bodytype_Average Tall,bodytype_Stocky Tall,bodytype_Lean Short,bodytype_Average Short,bodytype_Stocky Short,bodytype_Unique,predicted_meta_rating
158023,Lionel Messi,CAM,playmaker,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83.68358179021749
158023,Lionel Messi,CAM,playmaker,deadeye,169,67,4,5,97,82,98,99,99,94,90,84,98,80,92,99,86,97,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.34194274635428
158023,Lionel Messi,ST,poacher,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.50321656155087
158023,Lionel Messi,ST,poacher,hunter,169,67,4,5,99,90,94,99,96,90,99,88,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.91531497934686
158023,Lionel Messi,CAM,shadow_striker,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.8301632629481
158023,Lionel Messi,CAM,shadow_striker,deadeye,169,67,4,5,97,82,98,99,99,94,90,84,98,80,92,99,86,97,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.63957257624058
158023,Lionel Messi,ST,target_forward,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.72668668749326
158023,Lionel Messi,ST,target_forward,hawk,169,67,4,5,99,86,94,96,99,98,90,84,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,98,90,82,62,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.4196108660604
158023,Lionel Messi,RM,wide_midfielder,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.10681393356315
158023,Lionel Messi,RM,wide_midfielder,engine,169,67,4,5,99,86,90,92,92,90,90,80,94,88,92,91,90,99,94,99,85,93,99,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.14270229611627
158023,Lionel Messi,RW,wide_playmaker,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.2726145371084
158023,Lionel Messi,RW,wide_playmaker,basic,169,67,4,5,97,86,94,92,96,90,94,84,94,80,92,91,90,97,94,95,85,97,97,94,40,75,24,39,28,90,90,82,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.60159973824206
158023,Lionel Messi,RW,winger,none,169,67,4,5,97,82,90,92,92,90,90,80,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.7276080805551
158023,Lionel Messi,RW,winger,hunter,169,67,4,5,99,90,94,99,96,90,99,88,90,80,92,87,86,93,90,95,85,93,93,94,40,75,20,35,24,90,90,78,54,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.31229388792617
188377,Kyle Walker,RB,attacking_wingback,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82.02900195309881
188377,Kyle Walker,RB,attacking_wingback,engine,183,83,3,4,89,98,88,68,99,90,75,83,84,97,82,98,96,96,77,84,94,90,94,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86.35697127715356
188377,Kyle Walker,CB,ball_playing_defender,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,84.66934445919772
188377,Kyle Walker,CB,ball_playing_defender,backbone,183,83,3,4,85,94,88,68,99,90,75,83,88,89,82,94,99,88,73,76,94,90,86,83,94,79,87,99,95,99,86,89,97,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89.1137462408511
188377,Kyle Walker,CDM,centre_half,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83.28527806640761
188377,Kyle Walker,CDM,centre_half,anchor,183,83,3,4,89,98,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,90,83,87,99,99,99,86,93,93,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87.88445430394117
188377,Kyle Walker,CDM,deep_lying_playmaker,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82.22871406829852
188377,Kyle Walker,CDM,deep_lying_playmaker,powerhouse,183,83,3,4,85,94,88,68,99,90,75,83,92,93,82,99,99,92,73,76,94,90,86,83,94,79,87,99,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86.00481348684679
188377,Kyle Walker,CB,defender,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81.55976058823653
188377,Kyle Walker,CB,defender,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87.29661612587411
188377,Kyle Walker,RB,falseback,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83.87393583848961
188377,Kyle Walker,RB,falseback,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88.34458730292424
188377,Kyle Walker,RB,fullback,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,85.26262263265008
188377,Kyle Walker,RB,fullback,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,91.5085332537078
188377,Kyle Walker,CDM,holding,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83.37146023696648
188377,Kyle Walker,CDM,holding,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88.94132729066702
188377,Kyle Walker,CB,stopper,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82.28478512544503
188377,Kyle Walker,CB,stopper,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88.314171265704
188377,Kyle Walker,CDM,wide_half,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81.04172049031085
188377,Kyle Walker,CDM,wide_half,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,85.67405089331201
188377,Kyle Walker,RB,wingback,none,183,83,3,4,85,94,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,86,79,83,94,91,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83.38691781529452
188377,Kyle Walker,RB,wingback,shadow,183,83,3,4,93,99,88,68,99,90,75,83,80,89,82,94,92,88,73,76,94,90,86,83,94,83,87,99,99,92,86,85,89,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88.93698354560676
235243,Matthijs de Ligt,CB,ball_playing_defender,none,189,89,3,5,82,89,58,66,99,98,59,52,63,73,77,99,99,67,66,79,99,91,82,99,87,91,90,90,91,88,66,93,87,0,0,1,0,0,0,1,2,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85.28109590799544
235243,Matthijs de Ligt,CB,ball_playing_defender,shadow,189,89,3,5,90,97,58,66,99,98,59,52,63,73,77,99,99,67,66,79,99,91,82,99,95,95,94,98,99,88,66,93,87,0,0,1,0,0,0,1,2,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90.0943669604172
235243,Matthijs de Ligt,CDM,centre_half,none,189,89,3,5,82,89,58,66,99,98,59,52,63,73,77,99,99,67,66,79,99,91,82,99,87,91,90,90,91,88,66,93,87,0,0,1,0,0,0,1,2,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87.87978357741089
235243,Matthijs de Ligt,CDM,centre_half,shadow,189,89,3,5,90,97,58,66,99,98,59,52,63,73,77,99,99,67,66,79,99,91,82,99,95,95,94,98,99,88,66,93,87,0,0,1,0,0,0,1,2,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,93.43053867446719
